kurum_id,kurum_adi,kurum_tipi,il_kodu,il_adi,ilce_adi,adres,telefon,koordinat_lat,koordinat_lon,web_sitesi,veri_kaynagi,son_guncelleme,kaynak_url
TR-26-OZEL-019,ÖZEL ÜMİT HASTANESİ,Özel Genel Hastane,26,ESKİŞEHİR,TEPEBAŞI,TEPEBAŞI/ESKİŞEHİR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-26-OZEL-028,ÖZEL ÜMİT VİŞNELİK HASTANESİ,Özel Genel Hastane,26,ESKİŞEHİR,ODUNPAZARI,ODUNPAZARI/ESKİŞEHİR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-041,ÖZEL ADN İNTERNATİONAL HOSPİTAL HASTANESİ,Özel Genel Hastane,27,GAZİANTEP,NİZİP,NİZİP/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-033,ÖZEL DEFA LİFE HOSPİTAL HASTANESİ,Özel Genel Hastane,27,GAZİANTEP,ŞAHİNBEY,ŞAHİNBEY/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-019,ÖZEL DEVA HASTANESİ,Özel Genel Hastane,27,GAZİANTEP,ŞAHİNBEY,ŞAHİNBEY/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-033,ÖZEL DÜNYAGÖZ HASTANESİ GAZİANTEP,Özel Genel Hastane,27,GAZİANTEP,ŞEHİTKAMİL,ŞEHİTKAMİL/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-028,ÖZEL DÜZTEPE YAŞAM HASTANESİ,Özel Genel Hastane,27,GAZİANTEP,ŞAHİNBEY,ŞAHİNBEY/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-032,ÖZEL GAZİANTEP AKADEMİ HASTANESİ,Özel Genel Hastane,27,GAZİANTEP,ŞAHİNBEY,ŞAHİNBEY/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-029,ÖZEL GAZİANTEP ANKA HASTANESİ,Özel Genel Hastane,27,GAZİANTEP,ŞEHİTKAMİL,ŞEHİTKAMİL/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-029,ÖZEL GAZİANTEP EMEK HASTANESİ,Özel Genel Hastane,27,GAZİANTEP,ŞEHİTKAMİL,ŞEHİTKAMİL/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-030,ÖZEL GAZİANTEP SEVGİ HASTANESİ,Özel Genel Hastane,27,GAZİANTEP,ŞAHİNBEY,ŞAHİNBEY/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-027,ÖZEL GÖZ NURU GÖZ HASTANESİ,Özel Göz Hastanesi,27,GAZİANTEP,ŞAHİNBEY,ŞAHİNBEY/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-020,ÖZEL HATEM HASTANESİ,Özel Genel Hastane,27,GAZİANTEP,ŞAHİNBEY,ŞAHİNBEY/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-020,ÖZEL HAYAT HASTANESİ,Özel Genel Hastane,27,GAZİANTEP,ŞAHİNBEY,ŞAHİNBEY/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-029,ÖZEL KEMAL BAYINDIR HASTANESİ,Özel Genel Hastane,27,GAZİANTEP,ŞAHİNBEY,ŞAHİNBEY/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-026,ÖZEL MEDİCALPARK GAZİANTEP,Özel Genel Hastane,27,GAZİANTEP,ŞEHİTKAMİL,ŞEHİTKAMİL/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-027,ÖZEL MMT AMERİKAN HASTANESİ,Özel Genel Hastane,27,GAZİANTEP,ŞAHİNBEY,ŞAHİNBEY/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-031,ÖZEL NCR İNTERNATİONAL HOSPİTAL,Özel Genel Hastane,27,GAZİANTEP,ŞEHİTKAMİL,ŞEHİTKAMİL/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-029,ÖZEL SANİ KONUKOĞLU HASTANESİ,Özel Genel Hastane,27,GAZİANTEP,ŞEHİTKAMİL,ŞEHİTKAMİL/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-031,ÖZEL SULTANA HOSPİTAL HASTANESİ,Özel Genel Hastane,27,GAZİANTEP,ŞEHİTKAMİL,ŞEHİTKAMİL/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-27-OZEL-022,ÖZEL TAM-MED HASTANESİ,Özel Genel Hastane,27,GAZİANTEP,ŞAHİNBEY,ŞAHİNBEY/GAZİANTEP,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-28-OZEL-026,ÖZEL GİRESUN ADA HASTANESİ,Özel Genel Hastane,28,GİRESUN,MERKEZ,MERKEZ/GİRESUN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-28-OZEL-019,ÖZEL KENT HASTANESİ,Özel Genel Hastane,28,GİRESUN,MERKEZ,MERKEZ/GİRESUN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-31-OZEL-029,KIRIKHAN ÖZEL BİLİM HASTANESİ,Özel Genel Hastane,31,HATAY,KIRIKHAN,KIRIKHAN/HATAY,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-31-OZEL-030,ÖZEL ANTAKYA AKADEMİ HASTANESİ,Özel Genel Hastane,31,HATAY,ANTAKYA,ANTAKYA/HATAY,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-31-OZEL-026,ÖZEL ANTAKYA GÖZ HASTANESİ,Özel Göz Hastanesi,31,HATAY,ANTAKYA,ANTAKYA/HATAY,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-31-OZEL-020,ÖZEL DEFNE HASTANESİ,Özel Genel Hastane,31,HATAY,ANTAKYA,ANTAKYA/HATAY,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-31-OZEL-027,ÖZEL DOĞU AKDENİZ HASTANESİ,Özel Genel Hastane,31,HATAY,DEFNE,DEFNE/HATAY,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-31-OZEL-024,ÖZEL GÜNEYPARK HASTANESİ,Özel Genel Hastane,31,HATAY,SAMANDAĞ,SAMANDAĞ/HATAY,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-31-OZEL-020,ÖZEL HATAY HASTANESİ,Özel Genel Hastane,31,HATAY,DEFNE,DEFNE/HATAY,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-31-OZEL-033,ÖZEL İSKENDERUN GELİŞİM HASTANESİ,Özel Genel Hastane,31,HATAY,İSKENDERUN,İSKENDERUN/HATAY,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-31-OZEL-027,ÖZEL KIRIKHAN CAN HASTANESİ,Özel Genel Hastane,31,HATAY,KIRIKHAN,KIRIKHAN/HATAY,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-31-OZEL-049,ÖZEL MOZAİK KADIN HASTALIKLARI VE DOĞUM HASTANESİ,Özel Kadın Hastalıkları ve Doğum Hastanesi,31,HATAY,ANTAKYA,ANTAKYA/HATAY,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-31-OZEL-023,ÖZEL PALMİYE  HASTANESİ,Özel Genel Hastane,31,HATAY,İSKENDERUN,İSKENDERUN/HATAY,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-31-OZEL-029,ÖZEL SAMANDAĞ DENİZ HASTANESİ,Özel Genel Hastane,31,HATAY,SAMANDAĞ,SAMANDAĞ/HATAY,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-31-OZEL-025,ÖZEL YENİ SEVGİ HASTANESİ,Özel Genel Hastane,31,HATAY,REYHANLI,REYHANLI/HATAY,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-32-OZEL-027,ÖZEL DAVRAZ YAŞAM HASTANESİ,Özel Genel Hastane,32,ISPARTA,MERKEZ,MERKEZ/ISPARTA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-32-OZEL-033,ÖZEL ISPARTA ATANUR GÖZ HASTANESİ,Özel Göz Hastanesi,32,ISPARTA,MERKEZ,MERKEZ/ISPARTA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-32-OZEL-022,ÖZEL ISPARTA HASTANESİ,Özel Genel Hastane,32,ISPARTA,MERKEZ,MERKEZ/ISPARTA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-32-OZEL-021,ÖZEL MEDDEM HASTANESİ,Özel Genel Hastane,32,ISPARTA,MERKEZ,MERKEZ/ISPARTA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-33-OZEL-028,ÖZEL ANAMUR ANAMED HASTANESİ,Özel Genel Hastane,33,MERSİN,ANAMUR,ANAMUR/MERSİN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-33-OZEL-032,ÖZEL ERDEMLİ YENİŞEHİR HASTANESİ,Özel Genel Hastane,33,MERSİN,ERDEMLİ,ERDEMLİ/MERSİN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-33-OZEL-018,ÖZEL IMC HASTANESİ,Özel Genel Hastane,33,MERSİN,AKDENİZ,AKDENİZ/MERSİN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-33-OZEL-030,ÖZEL M CİTY HOSPİTAL HASTANESİ,Özel Genel Hastane,33,MERSİN,MEZİTLİ,MEZİTLİ/MERSİN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-33-OZEL-029,ÖZEL MERSİN AKADEMİ HASTANESİ,Özel Genel Hastane,33,MERSİN,YENİŞEHİR,YENİŞEHİR/MERSİN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-33-OZEL-033,ÖZEL MERSİN FORUM YAŞAM HASTANESİ,Özel Genel Hastane,33,MERSİN,YENİŞEHİR,YENİŞEHİR/MERSİN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-33-OZEL-031,ÖZEL MERSİN ORTADOĞU  HASTANESİ,Özel Genel Hastane,33,MERSİN,MEZİTLİ,MEZİTLİ/MERSİN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-33-OZEL-024,ÖZEL MERSİN SU HASTANESİ,Özel Genel Hastane,33,MERSİN,AKDENİZ,AKDENİZ/MERSİN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-33-OZEL-022,ÖZEL OLBAMED HASTANESİ,Özel Genel Hastane,33,MERSİN,SİLİFKE,SİLİFKE/MERSİN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-33-OZEL-025,ÖZEL ÖMER SAYAR HASTANESİ,Özel Genel Hastane,33,MERSİN,TARSUS,TARSUS/MERSİN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-33-OZEL-049,ÖZEL TARSUS KADIN HASTALIKLARI VE DOĞUM HASTANESİ,Özel Kadın Hastalıkları ve Doğum Hastanesi,33,MERSİN,TARSUS,TARSUS/MERSİN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-33-OZEL-033,ÖZEL TARSUS MEDİKALPARK HASTANESİ,Özel Genel Hastane,33,MERSİN,TARSUS,TARSUS/MERSİN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-33-OZEL-029,ÖZEL VİZYON GÖZ DAL HASTANESİ,Özel Göz Hastanesi,33,MERSİN,AKDENİZ,AKDENİZ/MERSİN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-33-OZEL-036,ÖZEL VM MEDİCALPARK MERSİN HASTANESİ,Özel Genel Hastane,33,MERSİN,MEZİTLİ,MEZİTLİ/MERSİN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-33-OZEL-024,ÖZEL YENİŞEHİR HASTANESİ,Özel Genel Hastane,33,MERSİN,YENİŞEHİR,YENİŞEHİR/MERSİN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-053,ACIBADEM ÜNİVERSİTESİ ÖZEL ACIBADEM ATAKENT HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KÜÇÜKÇEKMECE,KÜÇÜKÇEKMECE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-039,İSTANBUL ÖZEL MEMORİAL HİZMET HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAHÇELİEVLER,BAHÇELİEVLER/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-016,ÖZEL A HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAHÇELİEVLER,BAHÇELİEVLER/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-032,ÖZEL ACADEMİC HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ÜSKÜDAR,ÜSKÜDAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-034,ÖZEL ACIBADEM ALTUNİZADE HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ÜSKÜDAR,ÜSKÜDAR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-032,ÖZEL ACIBADEM BAKIRKÖY HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAKIRKÖY,BAKIRKÖY/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-029,ÖZEL ACIBADEM FULYA HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BEŞİKTAŞ,BEŞİKTAŞ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-023,ÖZEL ACIBADEM HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KADIKÖY,KADIKÖY/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-037,ÖZEL ACIBADEM İNTERNATİONAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAKIRKÖY,BAKIRKÖY/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-033,ÖZEL ACIBADEM KOZYATAĞI HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KADIKÖY,KADIKÖY/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-030,ÖZEL ACIBADEM MASLAK HASTANESİ,Özel Genel Hastane,34,İSTANBUL,SARIYER,SARIYER/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-030,ÖZEL ACIBADEM TAKSİM HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ŞİŞLİ,ŞİŞLİ/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-029,ÖZEL ADATIP KURTKÖY HASTANESİ,Özel Genel Hastane,34,İSTANBUL,PENDİK,PENDİK/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-021,ÖZEL AFİYET HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ÜMRANİYE,ÜMRANİYE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-019,ÖZEL AİLE HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAHÇELİEVLER,BAHÇELİEVLER/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-024,ÖZEL AKGÜN TEM HASTANESİ,Özel Genel Hastane,34,İSTANBUL,KÜÇÜKÇEKMECE,KÜÇÜKÇEKMECE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-030,ÖZEL ALİBEY HOSPİTAL HASTANESİ,Özel Genel Hastane,34,İSTANBUL,EYÜPSULTAN,EYÜPSULTAN/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-019,ÖZEL ASYA HASTANESİ,Özel Genel Hastane,34,İSTANBUL,GAZİOSMANPAŞA,GAZİOSMANPAŞA/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-021,ÖZEL ATAKÖY HASTANESİ,Özel Genel Hastane,34,İSTANBUL,BAHÇELİEVLER,BAHÇELİEVLER/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-044,ÖZEL ATAŞEHİR FLORENCE NIGHTINGALE HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ATAŞEHİR,ATAŞEHİR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-023,ÖZEL ATAŞEHİR HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ATAŞEHİR,ATAŞEHİR/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-34-OZEL-020,ÖZEL ATLAS HASTANESİ,Özel Genel Hastane,34,İSTANBUL,ÜMRANİYE,ÜMRANİYE/İSTANBUL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
