kurum_id,kurum_adi,kurum_tipi,il_kodu,il_adi,ilce_adi,adres,telefon,koordinat_lat,koordinat_lon,web_sitesi,veri_kaynagi,son_guncelleme
,T.C. Sağlık Bakanlığı Karaman Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,70,Karaman,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ermenek Devlet Hastanesi,Devlet Hastanesi,70,Karaman,Ermenek,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sarıveliler İlçe Devlet Hastanesi,Devlet Hastanesi,70,Karaman,Sariveli̇ler,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ayrancı İlçe Devlet Hastanesi,Devlet Hastanesi,70,Karaman,Ayranci,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kazımkarabekir İlçe Devlet Hastanesi,Devlet Hastanesi,70,Karaman,Kazimkarabeki̇r,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kağızman Devlet Hastanesi,Ağız ve Diş Sağlığı Merkezi,36,Kars,Kağizman,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sarıkamış Devlet Hastanesi,Devlet Hastanesi,36,Kars,Sarikamiş,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Harakani Devlet Hastanesi,Devlet Hastanesi,36,Kars,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Selim İlçe Devlet Hastanesi,Devlet Hastanesi,36,Kars,Seli̇m,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Digor İlçe Devlet Hastanesi,Devlet Hastanesi,36,Kars,Di̇gor,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Arpaçay İlçe Devlet Hastanesi,Devlet Hastanesi,36,Kars,Arpaçay,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Akyaka İlçe Devlet Hastanesi,Devlet Hastanesi,36,Kars,Akyaka,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kastamonu Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,37,Kastamonu,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tosya Devlet Hastanesi,Devlet Hastanesi,37,Kastamonu,Tosya,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İnebolu Devlet Hastanesi,Devlet Hastanesi,37,Kastamonu,İnebolu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Taşköprü Devlet Hastanesi,Devlet Hastanesi,37,Kastamonu,Taşköprü,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Cide İlçe Devlet Hastanesi,Devlet Hastanesi,37,Kastamonu,Ci̇de,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Daday İlçe Devlet Hastanesi,Devlet Hastanesi,37,Kastamonu,Daday,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Devrekani İlçe Devlet Hastanesi,Devlet Hastanesi,37,Kastamonu,Devrekani̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Araç İlçe Devlet Hastanesi,Devlet Hastanesi,37,Kastamonu,Araç,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bozkurt İlçe Devlet Hastanesi,Devlet Hastanesi,37,Kastamonu,Bozkurt,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kastamonu Fizik Tedavi ve Rehabilitasyon Merkezi,Devlet Hastanesi,37,Kastamonu,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Azdavay İlçe Devlet Hastanesi,Devlet Hastanesi,37,Kastamonu,Azdavay,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çatalzeytin İlçe Devlet Hastanesi,Devlet Hastanesi,37,Kastamonu,Çatalzeyti̇n,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kastamonu Pınarbaşı İlçe Devlet Hastanesi,Devlet Hastanesi,37,Kastamonu,Pinarbaşi,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Küre İlçe Devlet Hastanesi,Devlet Hastanesi,37,Kastamonu,Küre,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İhsangazi İlçe Devlet Hastanesi,Devlet Hastanesi,37,Kastamonu,İhsangazi̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Doğanyurt İlçe Devlet Hastanesi,Devlet Hastanesi,37,Kastamonu,Doğanyurt,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Şenpazar İlçe Devlet Hastanesi,Devlet Hastanesi,37,Kastamonu,Şenpazar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Hanönü İlçe Devlet Hastanesi,Devlet Hastanesi,37,Kastamonu,Hanönü,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Abana İlçe Devlet Hastanesi,Devlet Hastanesi,37,Kastamonu,Abana,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kayseri Şehir Hastanesi,Devlet Hastanesi,38,Kayseri̇,Kocasi̇nan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yahyalı Devlet Hastanesi,Devlet Hastanesi,38,Kayseri̇,Yahyali,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yeşilhisar İlçe Devlet Hastanesi,Devlet Hastanesi,38,Kayseri̇,Yeşi̇lhi̇sar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tomarza Yaşar Karayel Devlet Hastanesi,Devlet Hastanesi,38,Kayseri̇,Tomarza,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bünyan Devlet Hastanesi,Devlet Hastanesi,38,Kayseri̇,Bünyan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Develi Dr. Ekrem Karakaya Devlet Hastanesi,Devlet Hastanesi,38,Kayseri̇,Develi̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kayseri Nimet Bayraktar Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,38,Kayseri̇,Kocasi̇nan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İncesu İlçe Devlet Hastanesi,Devlet Hastanesi,38,Kayseri̇,İncesu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sarız İlçe Devlet Hastanesi,Devlet Hastanesi,38,Kayseri̇,Sariz,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kayseri Pınarbaşı Devlet Hastanesi,Devlet Hastanesi,38,Kayseri̇,Pinarbaşi,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kayseri Devlet Hastanesi,Devlet Hastanesi,38,Kayseri̇,Kocasi̇nan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sarıoğlan İlçe Devlet Hastanesi,Devlet Hastanesi,38,Kayseri̇,Sarioğlan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Felahiye İlçe Devlet Hastanesi,Devlet Hastanesi,38,Kayseri̇,Felahi̇ye,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Akkışla İlçe Devlet Hastanesi,Devlet Hastanesi,38,Kayseri̇,Akkişla,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Özvatan İlçe Devlet Hastanesi,Devlet Hastanesi,38,Kayseri̇,Özvatan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kırıkkale Yüksek İhtisas Hastanesi,Devlet Hastanesi,71,Kirikkale,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Keskin İlçe Devlet Hastanesi,Devlet Hastanesi,71,Kirikkale,Keski̇n,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sulakyurt İlçe Devlet Hastanesi,Devlet Hastanesi,71,Kirikkale,Sulakyurt,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Delice İlçe Devlet Hastanesi,Devlet Hastanesi,71,Kirikkale,Deli̇ce,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Karakeçili İlçe Devlet Hastanesi,Devlet Hastanesi,71,Kirikkale,Karakeçi̇li̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kırklareli Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,39,Kirklareli̇,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Pınarhisar Devlet Hastanesi,Devlet Hastanesi,39,Kirklareli̇,Pinarhi̇sar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Lüleburgaz Devlet Hastanesi,Devlet Hastanesi,39,Kirklareli̇,Lüleburgaz,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Babaeski Devlet Hastanesi,Devlet Hastanesi,39,Kirklareli̇,Babaeski̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Vize Devlet Hastanesi,Devlet Hastanesi,39,Kirklareli̇,Vi̇ze,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Demirköy İlçe Devlet Hastanesi,Devlet Hastanesi,39,Kirklareli̇,Demi̇rköy,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kırşehir Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,40,Kirşehi̇r,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kaman Devlet Hastanesi,Devlet Hastanesi,40,Kirşehi̇r,Kaman,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Mucur Devlet Hastanesi,Devlet Hastanesi,40,Kirşehi̇r,Mucur,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çiçekdağı İlçe Devlet Hastanesi,Devlet Hastanesi,40,Kirşehi̇r,Çi̇çekdaği,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Akpınar İlçe Devlet Hastanesi,Devlet Hastanesi,40,Kirşehi̇r,Akpinar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kilis Prof. Dr. Alaeddin Yavaşca Devlet Hastanesi,Devlet Hastanesi,79,Ki̇li̇s,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Musabeyli İlçe Devlet Hastanesi,Devlet Hastanesi,79,Ki̇li̇s,Musabeyli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Derince Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,41,Kocaeli̇,Deri̇nce,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Darıca Farabi Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,41,Kocaeli̇,Darica,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kandıra Ecz. Kazım Dinç Devlet Hastanesi,Devlet Hastanesi,41,Kocaeli̇,Kandira,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Karamürsel Devlet Hastanesi,Devlet Hastanesi,41,Kocaeli̇,Karamürsel,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gölcük Necati Çelik Devlet Hastanesi,Devlet Hastanesi,41,Kocaeli̇,Gölcük,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kocaeli Devlet Hastanesi,Devlet Hastanesi,41,Kocaeli̇,İzmi̇t,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Körfez Devlet Hastanesi,Devlet Hastanesi,41,Kocaeli̇,Körfez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gebze Fatih Devlet Hastanesi,Devlet Hastanesi,41,Kocaeli̇,Gebze,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kocaeli İzmit Seka Devlet Hastanesi,Devlet Hastanesi,41,Kocaeli̇,İzmi̇t,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Dilovası Devlet Hastanesi,Devlet Hastanesi,41,Kocaeli̇,Di̇lovasi,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Konya Şehir Hastanesi,Devlet Hastanesi,42,Konya,Karatay,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Konya Meram Devlet Hastanesi,Devlet Hastanesi,42,Konya,Meram,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Altınekin İlçe Devlet Hastanesi,Devlet Hastanesi,42,Konya,Altineki̇n,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Seydişehir Devlet Hastanesi,Devlet Hastanesi,42,Konya,Seydi̇şehi̇r,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yunak Hacı İzzet Baysal Devlet Hastanesi,Devlet Hastanesi,42,Konya,Yunak,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Karapınar Devlet Hastanesi,Devlet Hastanesi,42,Konya,Karapinar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sarayönü Devlet Hastanesi,Devlet Hastanesi,42,Konya,Sarayönü,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ilgın Dr.Vefa Tanır Devlet Hastanesi,Devlet Hastanesi,42,Konya,Ilgin,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kadınhanı Refik Saime Koyuncu Devlet Hastanesi,Devlet Hastanesi,42,Konya,Kadinhani,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ereğli Devlet Hastanesi,Devlet Hastanesi,42,Konya,Ereğli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ereğli Ceza İnfaz Kurumu Devlet Hastanesi,Devlet Hastanesi,42,Konya,Ereğli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çumra Devlet Hastanesi,Devlet Hastanesi,42,Konya,Çumra,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Doğanhisar Devlet Hastanesi,Devlet Hastanesi,42,Konya,Doğanhi̇sar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bozkır Devlet Hastanesi,Devlet Hastanesi,42,Konya,Bozkir,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Cihanbeyli Devlet Hastanesi,Devlet Hastanesi,42,Konya,Ci̇hanbeyli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Beyşehir Devlet Hastanesi,Devlet Hastanesi,42,Konya,Beyşehi̇r,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Akşehir Devlet Hastanesi,Devlet Hastanesi,42,Konya,Akşehi̇r,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Konya Numune Hastanesi,Devlet Hastanesi,42,Konya,Selçuklu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Konya Dr. Ali Kemal Belviranlı Kadın Doğum ve Çocuk Hastalıkları Hastanesi,Devlet Hastanesi,42,Konya,Selçuklu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kulu Devlet Hastanesi,Devlet Hastanesi,42,Konya,Kulu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Konya Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,42,Konya,Selçuklu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Hüyük Devlet Hastanesi,Devlet Hastanesi,42,Konya,Hüyük,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Hadim Devlet Hastanesi,Devlet Hastanesi,42,Konya,Hadi̇m,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Konya Beyhekim Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,42,Konya,Selçuklu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Güneysınır Vali İhsan Dede İlçe Devlet Hastanesi,Devlet Hastanesi,42,Konya,Güneysinir,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Emirgazi İlçe Devlet Hastanesi,Devlet Hastanesi,42,Konya,Emi̇rgazi̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Derebucak İlçe Devlet Hastanesi,Devlet Hastanesi,42,Konya,Derebucak,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Akören İlçe Devlet Hastanesi,Devlet Hastanesi,42,Konya,Akören,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tuzlukçu Şehit Halim Ünal İlçe Devlet Hastanesi,Devlet Hastanesi,42,Konya,Tuzlukçu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Taşkent İlçe Devlet Hastanesi,Devlet Hastanesi,42,Konya,Taşkent,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çumra Şehit Ahmet Elbuğa İlçe Devlet Hastanesi,Devlet Hastanesi,42,Konya,Çumra,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çeltik Şehit Jandarma Uzman Çavuş Ramazan Gülle İlçe Devlet Hastanesi,Devlet Hastanesi,42,Konya,Çelti̇k,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kütahya Evliya Çelebi Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,43,Kütahya,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tavşanlı Doç. Dr.Mustafa Kalemli Devlet Hastanesi,Devlet Hastanesi,43,Kütahya,Tavşanli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Simav Doç. Dr.İsmail Karakuyu Devlet Hastanesi,Devlet Hastanesi,43,Kütahya,Si̇mav,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Emet Dr.Fazıl Doğan Devlet Hastanesi,Devlet Hastanesi,43,Kütahya,Emet,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gediz Devlet Hastanesi,Devlet Hastanesi,43,Kütahya,Gedi̇z,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kütahya Yoncalı Fizik Tedavi ve Rehabilitasyon Hastanesi,Devlet Hastanesi,43,Kütahya,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kütahya Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,43,Kütahya,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Altıntaş İlçe Devlet Hastanesi,Devlet Hastanesi,43,Kütahya,Altintaş,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Hisarcık İlçe Devlet Hastanesi,Devlet Hastanesi,43,Kütahya,Hi̇sarcik,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Domaniç İlçe Devlet Hastanesi,Devlet Hastanesi,43,Kütahya,Domani̇ç,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çavdarhisar İlçe Devlet Hastanesi,Devlet Hastanesi,43,Kütahya,Çavdarhi̇sar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Aslanapa İlçe Devlet Hastanesi,Devlet Hastanesi,43,Kütahya,Aslanapa,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Şaphane İlçe Devlet Hastanesi,Devlet Hastanesi,43,Kütahya,Şaphane,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Malatya Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,44,Malatya,Yeşi̇lyurt,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Battalgazi Devlet Hastanesi,Devlet Hastanesi,44,Malatya,Battalgazi̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Pütürge Devlet Hastanesi,Devlet Hastanesi,44,Malatya,Pütürge,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Darende Hulusi Efendi Devlet Hastanesi,Devlet Hastanesi,44,Malatya,Darende,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Hekimhan Devlet Hastanesi,Devlet Hastanesi,44,Malatya,Heki̇mhan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Malatya Yeşilyurt Hasan Çalık Devlet Hastanesi,Devlet Hastanesi,44,Malatya,Yeşi̇lyurt,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Akçadağ Şehit Gökhan Aslan Devlet Hastanesi,Devlet Hastanesi,44,Malatya,Akçadağ,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Doğanşehir Şehit Esra Köse Başaran Devlet Hastanesi,Devlet Hastanesi,44,Malatya,Doğanşehi̇r,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Malatya Şehit Mehmet Kılınç Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,44,Malatya,Yeşi̇lyurt,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Arapgir Ali Özge Devlet Hastanesi,Devlet Hastanesi,44,Malatya,Arapgi̇r,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yazıhan Şehit Eyüp Hacıoğlu İlçe Devlet Hastanesi,Devlet Hastanesi,44,Malatya,Yazihan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Malatya Kale İlçe Devlet Hastanesi,Devlet Hastanesi,44,Malatya,Kale,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kuluncak Şehit Mehmet Ali Şekerci İlçe Devlet Hastanesi,Devlet Hastanesi,44,Malatya,Kuluncak,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Selendi Devlet Hastanesi,Devlet Hastanesi,45,Mani̇sa,Selendi̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Soma Devlet Hastanesi,Devlet Hastanesi,45,Mani̇sa,Soma,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Turgutlu Devlet Hastanesi,Devlet Hastanesi,45,Mani̇sa,Turgutlu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
